# Hour	Dry Bulb Temperature {C}	Direct Normal Radiation {Wh/m2}	Diffuse Horizontal Radiation {Wh/m2}
14	30.8	606	270
15	30.3	679	186
16	29.8	652	139
17	29.2	451	113
18	28.7	43	43
19	28.3	0	0
20	28.1	0	0
21	28.4	0	0
22	28.2	0	0
23	28.2	0	0
24	27.4	0	0
1	27.7	0	0
2	28.1	0	0
3	26.7	0	0
4	26.3	0	0
5	26.1	0	0
6	25.3	5	12
7	26.7	191	106
8	28	470	166
9	29	574	210
10	29.8	538	286
11	30.8	446	380
12	31.4	384	438
13	32.1	400	415
14	32.1	476	332
15	31.6	543	241
16	31	516	179
17	30.1	337	132
18	29.2	42	43
19	28.5	0	0
20	28.6	0	0
21	27.1	0	0
22	27.4	0	0
23	27.3	0	0
24	27.2	0	0
1	26.9	0	0
2	26.8	0	0
3	26.7	0	0
4	26.7	0	0
5	26.7	0	0
6	26.6	5	12
7	27.2	201	104
8	27.8	499	158
9	28.7	605	198
10	29.3	568	272
11	30.3	474	365
12	31.1	409	424
13	31.6	427	400
14	32	506	316
15	31.1	574	227
16	31.3	546	169
17	30.6	359	127
18	30.3	40	42
19	29	0	0
20	28.1	0	0
21	28.2	0	0
22	27.6	0	0
23	27.5	0	0
24	27.3	0	0
1	27.4	0	0
2	27.3	0	0
3	27.2	0	0
4	27.2	0	0
5	26.9	0	0
6	26.8	0	3
7	26.2	1	40
8	25.9	3	105
9	25.8	4	177
10	25.9	4	239
11	26.2	4	280
12	26.4	4	294
13	27.2	4	281
14	27.6	4	243
15	28.2	3	188
16	28	3	122
17	27.9	2	58
18	27.7	1	12
19	27.2	0	0
20	26.7	0	0
21	25.8	0	0
22	25.8	0	0
23	25.6	0	0
24	25.8	0	0
1	25.5	0	0
2	25.5	0	0
3	25.7	0	0
4	25.6	0	0
5	25.6	0	0
6	25.2	0	1
7	25.4	0	14
8	25.3	0	45
9	25.5	1	89
10	25.1	1	135
11	25.1	1	171
12	24.9	1	184
13	25.2	1	171
14	25.3	1	136
15	25.6	1	91
16	25.5	0	48
17	25.5	0	18
18	25.3	0	3
19	25.3	0	0
20	25.1	0	0
21	24.9	0	0
22	24.7	0	0
23	24.5	0	0
24	24.2	0	0
1	24.1	0	0
2	23.8	0	0
3	24.1	0	0
4	23.6	0	0
5	23.8	0	0
6	24.2	4	11
7	25.3	223	98
8	26.3	563	140
9	27.1	672	171
10	28.4	633	240
11	29.3	535	330
12	30.2	468	388
13	30.2	488	364
14	30.1	572	281
15	29.9	643	197
16	29.4	611	147
17	28.8	408	115
18	28.1	36	38
19	27.7	0	0
20	27.2	0	0
21	26.4	0	0
22	26	0	0
23	25.4	0	0
24	25	0	0
1	24.1	0	0
2	23.3	0	0
3	23	0	0
4	22.4	0	0
5	22.5	0	0
6	22.1	4	8
7	24.1	349	72
8	25.4	838	74
9	28	941	82
10	28.5	903	123
11	29.7	804	192
12	30.1	732	243
13	30.8	755	222
14	30.7	844	153
15	29.8	913	97
16	29.4	881	73
17	28.6	660	72
18	28.4	35	31
19	27.4	0	0
20	27.1	0	0
21	26.8	0	0
22	26.7	0	0
23	26.4	0	0
24	25.6	0	0
1	25.3	0	0
2	24.7	0	0
3	24.7	0	0
4	23.8	0	0
5	23.7	0	0
6	23.7	4	10
7	24.7	257	90
8	25.8	646	118
9	26.9	756	141
10	28.2	716	201
11	29.2	616	287
12	30.3	546	343
13	30.4	569	319
14	30.4	657	238
15	30	728	161
16	29.4	694	121
17	28.7	477	101
18	27.6	33	35
19	27.5	0	0
20	27.1	0	0
21	27.3	0	0
22	26.5	0	0
23	26.2	0	0
24	25.8	0	0
1	25.5	0	0
2	25.1	0	0
3	24.1	0	0
4	24.3	0	0
5	24.1	0	0
6	24.2	4	9
7	24.3	38	98
8	24.8	89	222
9	26.5	122	333
10	26.4	117	424
11	27.2	97	486
12	26.6	83	510
13	28.5	86	495
14	28.8	102	443
15	29.6	115	361
16	28.7	102	257
17	28.3	58	139
18	28	15	30
19	27.4	0	0
20	27	0	0
21	26.3	0	0
22	26.1	0	0
23	25.7	0	0
24	25	0	0
1	24.9	0	0
2	24.5	0	0
3	25	0	0
4	24.1	0	0
5	24.2	0	0
6	23.9	2	5
7	25	5	62
8	25.6	10	155
9	26.5	15	251
10	27.1	16	326
11	27.7	15	371
12	28.2	13	386
13	28.5	13	373
14	28.5	14	333
15	28.6	14	267
16	28.1	12	181
17	27.7	7	89
18	27	3	17
19	26.8	0	0
20	26.4	0	0
21	25.9	0	0
22	25.6	0	0
23	25.2	0	0
24	25	0	0
1	24.6	0	0
2	24.2	0	0
3	24.2	0	0
4	23.8	0	0
5	24	0	0
6	24.1	4	9
7	25.4	253	89
8	26.5	642	118
9	28.2	752	140
10	28.8	713	200
11	29.7	614	285
12	29.9	546	340
13	30.6	570	315
14	30.5	658	234
15	30.5	728	159
16	29.6	691	120
17	29	468	100
18	28.4	29	32
19	28.1	0	0
20	27.7	0	0
21	27.4	0	0
22	27.2	0	0
23	26.8	0	0
24	26.3	0	0
1	25.8	0	0
2	25.2	0	0
3	25.1	0	0
4	24.4	0	0
5	24.4	0	0
6	24.3	4	7
7	25.6	393	59
8	26.6	928	54
9	28.1	1026	59
10	29	989	90
11	30	896	146
12	30.8	830	188
13	30.8	854	168
14	30.5	939	111
15	29.5	1002	67
16	29.2	966	51
17	28.4	740	55
18	28.1	28	24
19	27.2	0	0
20	26.9	0	0
21	26.6	0	0
22	26.5	0	0
23	26.3	0	0
24	25.8	0	0
1	25.3	0	0
2	24.6	0	0
3	24.1	0	0
4	23.5	0	0
5	23.3	0	0
6	23.1	3	8
7	24.4	258	87
8	25.6	656	113
9	27.9	766	134
10	28.6	727	193
11	30.1	628	275
12	30.4	562	329
13	31.8	586	303
14	31.9	675	224
15	31.8	744	151
16	30.8	704	114
17	29.8	476	96
18	29	26	30
19	27.8	0	0
20	27	0	0
21	26.1	0	0
22	26	0	0
23	25.7	0	0
24	25.3	0	0
1	25.1	0	0
2	24.8	0	0
3	25.1	0	0
4	24.4	0	0
5	24.4	0	0
6	24	3	8
7	25.4	303	77
8	26.3	756	89
9	28.1	863	103
10	28.6	824	151
11	29.6	725	225
12	29.9	658	275
13	30.7	684	251
14	30.7	774	178
15	30.3	841	115
16	29.7	801	88
17	28.9	565	80
18	28.6	25	27
19	27.4	0	0
20	26.8	0	0
21	25.6	0	0
22	25.8	0	0
23	25.4	0	0
24	25.2	0	0
1	24.4	0	0
2	23.9	0	0
3	24	0	0
4	23.4	0	0
5	23.6	0	0
6	23.4	3	7
7	25.1	306	76
8	26.3	763	87
9	28	870	100
10	28.8	831	147
11	29.7	733	220
12	30.2	667	269
13	30.6	693	245
14	30.4	782	173
15	30.3	849	112
16	29.5	808	85
17	29	569	79
18	28.1	24	26
19	28.3	0	0
20	28.1	0	0
21	28.4	0	0
22	27.6	0	0
23	27.1	0	0
24	26	0	0
1	25.5	0	0
2	24.6	0	0
3	24.1	0	0
4	23.1	0	0
5	23.1	0	0
6	23.1	3	7
7	24.7	320	72
8	26.2	792	80
9	28.4	898	91
10	29.7	859	136
11	31.1	762	205
12	32	696	252
13	32.4	723	228
14	32.1	812	159
15	31.1	877	102
16	30.4	835	78
17	29.4	594	74
18	28.6	22	25
19	27.7	0	0
20	27.1	0	0
21	27.2	0	0
22	26.5	0	0
23	26.1	0	0
24	24.8	0	0
1	25	0	0
2	24.5	0	0
3	24.7	0	0
4	23.7	0	0
5	23.8	0	0
6	23.7	3	7
7	25.1	280	80
8	26.4	709	99
9	28.2	818	115
10	29.2	779	167
11	30.4	681	244
12	31	617	293
13	31.7	644	268
14	31.6	733	193
15	31.2	800	127
16	30.3	755	97
17	29.5	514	85
18	28.7	21	25
19	28	0	0
20	27.6	0	0
21	27.3	0	0
22	27.1	0	0
23	26.9	0	0
24	26.4	0	0
1	26.3	0	0
2	25.8	0	0
3	25.7	0	0
4	25.1	0	0
5	25.1	0	0
6	25.1	3	7
7	25.9	326	70
8	26.8	806	76
9	28.1	911	86
10	28.9	873	129
11	29.9	777	196
12	30.2	713	241
13	31	741	217
14	31.1	830	150
15	31.3	893	95
16	30.3	849	73
17	29.7	603	70
18	28.8	20	22
19	28.6	0	0
20	28.1	0	0
21	27.9	0	0
22	27.3	0	0
23	26.8	0	0
24	25.8	0	0
1	25.6	0	0
2	24.9	0	0
3	25.3	0	0
4	24.1	0	0
5	24.2	0	0
6	23.8	3	8
7	25.6	167	97
8	26.7	435	164
9	28.2	538	211
10	29.3	505	287
11	30.2	422	373
12	31.2	372	419
13	31	394	393
14	30.8	468	313
15	30	526	227
16	29.5	480	169
17	28.7	285	116
18	27.8	19	24
19	27.5	0	0
20	27.2	0	0
21	27.2	0	0
22	26.5	0	0
23	26	0	0
24	25.3	0	0
1	24.7	0	0
2	23.9	0	0
3	23.4	0	0
4	22.8	0	0
5	22.8	0	0
6	22.8	3	6
7	24.3	322	70
8	25.6	800	77
9	27.9	905	87
10	28.6	867	130
11	29.8	772	197
12	29.9	709	241
13	30.8	738	216
14	30.7	827	149
15	30.3	889	95
16	29.5	842	73
17	28.7	592	70
18	28.4	17	21
19	27.7	0	0
20	27.5	0	0
21	27.2	0	0
22	27.2	0	0
23	26.9	0	0
24	26.1	0	0
1	25.8	0	0
2	25.1	0	0
3	25.2	0	0
4	23.9	0	0
5	23.7	0	0
6	23.1	3	7
7	24.6	238	85
8	25.6	621	118
9	27.3	731	142
10	28.1	692	201
11	29.2	598	282
12	29.9	539	329
13	30.4	567	302
14	30.4	655	223
15	30	718	152
16	29.5	668	116
17	28.9	427	93
18	28.3	16	22
19	27.9	0	0
20	27.4	0	0
21	27.3	0	0
22	26.7	0	0
23	26.2	0	0
24	25.2	0	0
1	25	0	0
2	24.4	0	0
3	24.2	0	0
4	23.6	0	0
5	23.7	0	0
6	23.9	3	6
7	25.1	307	71
8	26.3	772	82
9	27.9	878	95
10	29	839	140
11	30.1	744	208
12	30.7	684	252
13	31	714	226
14	30.8	803	157
15	30	864	101
16	29.4	814	78
17	28.6	559	73
18	28.1	15	19
19	27.4	0	0
20	27	0	0
21	27	0	0
22	26.6	0	0
23	26.3	0	0
24	25.3	0	0
1	25.3	0	0
2	24.5	0	0
3	24.7	0	0
4	23.5	0	0
5	23.4	0	0
6	23.3	3	6
7	24.6	277	77
8	25.8	710	96
9	27.2	818	112
10	28.7	779	163
11	29.9	684	236
12	31	625	281
13	31.2	656	253
14	31.1	745	181
15	30.5	807	119
16	30	754	92
17	29.2	499	80
18	28.6	14	19
19	27.7	0	0
20	27.1	0	0
21	26.4	0	0
22	26.3	0	0
23	25.9	0	0
24	25.5	0	0
1	25.1	0	0
2	24.7	0	0
3	24.8	0	0
4	24.4	0	0
5	24.4	0	0
6	24.2	3	7
7	25.4	110	98
8	26.2	270	196
9	27.2	350	271
10	28.1	329	355
11	28.8	272	432
12	30.4	240	467
13	29.4	256	444
14	29.2	308	372
15	27.1	347	284
16	28.2	305	206
17	27.6	164	120
18	28.1	13	19
19	26.8	0	0
20	26.7	0	0
21	26.9	0	0
22	26.7	0	0
23	26.7	0	0
24	25.9	0	0
1	26	0	0
2	25.5	0	0
3	25	0	0
4	24.5	0	0
5	24.3	0	0
6	25	2	6
7	24.8	79	96
8	25.5	187	208
9	26	249	299
10	27.5	236	386
11	28.4	195	455
12	28.8	172	485
13	29.8	184	464
14	30	222	399
15	30.8	249	312
16	29.6	214	222
17	29.2	112	119
18	28.2	12	17
19	28	0	0
20	27.4	0	0
21	26.6	0	0
22	26.2	0	0
23	25.6	0	0
24	25.2	0	0
1	24.5	0	0
2	24	0	0
3	23.7	0	0
4	23.4	0	0
5	23.4	0	0
6	23.4	2	4
7	24.1	12	70
8	24.7	27	180
9	25	37	286
10	26	39	366
11	26.5	35	414
12	28	32	430
13	26.8	33	416
14	26.5	37	372
15	24.6	38	298
16	25.4	31	199
17	24.8	17	91
18	25	4	11
19	23.9	0	0
20	23.7	0	0
21	23.7	0	0
22	23.5	0	0
23	23.4	0	0
24	22.8	0	0
1	23.1	0	0
2	22.8	0	0
3	22.7	0	0
4	22.2	0	0
5	22.1	0	0
6	22.6	1	3
7	22.9	4	50
8	23.6	7	134
9	24.2	10	221
10	25.4	12	291
11	26.3	11	333
12	26.7	11	348
13	27.1	11	334
14	27.1	11	294
15	27.4	11	229
16	26.2	8	147
17	25.6	5	64
18	24.3	1	7
19	24.7	0	0
20	24.4	0	0
21	24.8	0	0
22	24.3	0	0
23	24.3	0	0
24	24.2	0	0
1	24.1	0	0
2	24	0	0
3	23.5	0	0
4	23.7	0	0
5	23.6	0	0
6	23.7	2	5
7	23.7	21	78
8	24.1	48	196
9	25	67	305
10	25.4	67	389
11	26.1	59	441
12	26.3	53	458
13	27.1	56	443
14	27.3	65	395
15	27.4	69	316
16	27	56	213
17	26.5	29	99
18	26.1	7	11
19	25.5	0	0
20	25.1	0	0
21	24.6	0	0
22	24.6	0	0
23	24.5	0	0
24	24.6	0	0
1	24.4	0	0
2	24.3	0	0
3	24.4	0	0
4	24.2	0	0
5	24.1	0	0
6	23.6	2	5
7	24.2	35	85
8	24.4	82	206
9	25.3	113	314
10	25	111	400
11	25.4	95	456
12	25.3	85	476
13	26.2	91	459
14	26.5	107	406
15	26.9	116	324
16	26.7	96	222
17	26.7	49	105
18	26.7	8	12
19	26.6	0	0
20	26.5	0	0
21	26.2	0	0
22	26.3	0	0
23	26.1	0	0
24	26.1	0	0
1	25.7	0	0
2	25.4	0	0
3	25.1	0	0
4	25	0	0
5	25	0	0
6	25	2	4
7	25.7	16	73
8	26.3	36	187
9	27.6	51	294
10	27.9	52	376
11	28.6	46	425
12	28.8	42	441
13	29.5	45	426
14	29.4	51	380
15	28.8	53	303
16	28.4	42	202
17	27.6	22	91
18	27.6	6	10
19	26.1	0	0
20	25.6	0	0
21	24.5	0	0
22	25	0	0
23	24.8	0	0
24	24.9	0	0
1	24.6	0	0
2	24.3	0	0
3	23.9	0	0
4	23.5	0	0
5	23	0	0
6	22.9	2	5
7	22.7	70	92
8	22.9	166	206
9	23.1	223	299
10	24.3	212	384
11	25.3	178	449
12	26.7	160	475
13	27.2	172	454
14	27.8	207	391
15	27.8	229	305
16	28	191	214
17	27.7	95	109
18	27.3	7	12
19	26.7	0	0
20	26.1	0	0
21	25.8	0	0
22	25.3	0	0
23	25	0	0
24	24.9	0	0
1	24.3	0	0
2	23.4	0	0
3	22.6	0	0
4	21.7	0	0
5	21.5	0	0
6	21.9	2	5
7	23.1	84	92
8	24.6	199	200
9	26.5	264	287
10	27.9	251	371
11	29.3	210	438
12	30	189	465
13	30.4	205	441
14	30.2	246	376
15	29.5	273	290
16	28.6	227	205
17	27.7	113	105
18	26.9	5	11
19	26.3	0	0
20	25.9	0	0
21	25.9	0	0
22	25.7	0	0
23	25.5	0	0
24	24.9	0	0
1	24.7	0	0
2	24.1	0	0
3	23.7	0	0
4	22.9	0	0
5	22.7	0	0
6	22.8	2	5
7	23.6	193	84
8	24.7	525	133
9	26	632	167
10	27.3	597	231
11	28.4	514	307
12	29.2	469	344
13	29.6	503	313
14	29.5	586	236
15	29	639	165
16	28.3	568	126
17	27.6	243	88
18	27	5	11
19	26.5	0	0
20	26.2	0	0
21	26	0	0
22	25.9	0	0
23	25.7	0	0
24	25	0	0
1	24.5	0	0
2	23.7	0	0
3	23.6	0	0
4	22.4	0	0
5	22.2	0	0
6	21.6	2	5
7	23.4	224	79
8	24.7	602	115
9	27	711	140
10	27.9	673	197
11	29.3	586	270
12	30.1	540	307
13	30.6	576	275
14	30.4	663	201
15	29.2	717	137
16	28.6	643	107
17	27.4	274	80
18	27	4	9
19	25.1	0	0
20	24.3	0	0
21	23	0	0
22	23.3	0	0
23	22.8	0	0
24	22.5	0	0
1	21.8	0	0
2	21.1	0	0
3	21.1	0	0
4	20.3	0	0
5	20.4	0	0
6	20.3	2	4
7	22.1	325	60
8	23.7	819	67
9	25.8	921	76
10	27.2	882	114
11	28.8	795	170
12	30	747	202
13	30.3	785	174
14	30.2	872	116
15	29.2	922	74
16	28.7	852	60
17	27.6	374	57
18	26.9	4	7
19	25.8	0	0
20	25.2	0	0
21	24.5	0	0
22	24.2	0	0
23	23.6	0	0
24	23	0	0
1	21.9	0	0
2	20.9	0	0
3	20.2	0	0
4	19.6	0	0
5	19.6	0	0
6	20	2	4
7	21.6	340	57
8	23.5	849	61
9	25.9	948	68
10	27.8	910	103
11	29.6	824	156
12	30.7	777	186
13	31.5	816	159
14	31.5	901	105
15	31	950	66
16	30	879	54
17	28.9	386	53
18	28	4	6
19	26.9	0	0
20	26.1	0	0
21	24.9	0	0
22	24.6	0	0
23	23.8	0	0
24	23.4	0	0
1	21.8	0	0
2	20.8	0	0
3	20.1	0	0
4	19.7	0	0
5	19.9	0	0
6	19.9	2	4
7	22.2	323	60
8	24	816	67
9	27	917	76
10	27.8	879	114
11	29.3	793	169
12	29.7	746	199
13	30.4	786	171
14	30.1	872	114
15	29.2	921	73
16	28.5	847	59
17	27.5	367	55
18	27.2	3	6
19	26.1	0	0
20	25.6	0	0
21	24.9	0	0
22	24.7	0	0
23	24	0	0
24	23.1	0	0
1	21.8	0	0
2	20.6	0	0
3	19.8	0	0
4	19	0	0
5	18.9	0	0
6	19	2	4
7	20.8	339	56
8	22.5	847	60
9	25.2	946	68
10	26.5	908	103
11	28.2	823	155
12	29	778	183
13	29.9	817	156
14	29.9	903	102
15	29.3	950	65
16	28.6	876	53
17	27.6	380	51
18	27	3	5
19	25.9	0	0
20	25.2	0	0
21	24.6	0	0
22	23.9	0	0
23	23.2	0	0
24	21.8	0	0
1	21.2	0	0
2	20.5	0	0
3	20.7	0	0
4	20	0	0
5	20.5	0	0
6	20.7	2	4
7	22.9	298	63
8	24.6	769	76
9	26.9	872	87
10	28	833	129
11	29.3	747	188
12	30	702	218
13	30.5	743	188
14	30.3	831	127
15	29.6	879	82
16	29.1	801	67
17	28.3	338	59
18	28	3	5
19	27	0	0
20	26.5	0	0
21	25.6	0	0
22	25.7	0	0
23	25.2	0	0
24	25	0	0
1	24.3	0	0
2	23.9	0	0
3	23.7	0	0
4	23.2	0	0
5	23.2	0	0
6	22.2	2	4
7	23.7	17	70
8	24.1	37	181
9	26.4	51	285
10	25	53	363
11	25.3	48	410
12	24	46	424
13	25.4	49	408
14	25.2	56	361
15	25.3	57	283
16	24.8	43	181
17	24.7	21	73
18	24.9	2	4
19	24.7	0	0
20	24.7	0	0
21	25	0	0
22	24.5	0	0
23	24.1	0	0
24	22.3	0	0
1	22.8	0	0
2	22.3	0	0
3	22.9	0	0
4	21.8	0	0
5	22	0	0
6	22.7	2	5
7	23.6	146	87
8	24.8	399	158
9	25.1	494	208
10	27.2	465	279
11	28.1	398	350
12	29.6	369	378
13	28.8	404	344
14	28.7	479	268
15	28	518	194
16	27.9	436	145
17	27.4	169	83
18	27	2	5
19	26.6	0	0
20	26.4	0	0
21	26	0	0
22	25.8	0	0
23	25.5	0	0
24	25.2	0	0
1	24.5	0	0
2	23.9	0	0
3	23.2	0	0
4	22.9	0	0
5	22.7	0	0
6	22.5	2	4
7	23.4	88	88
8	24.2	218	191
9	26	285	272
10	26.3	270	351
11	27.3	230	414
12	27.4	214	437
13	28.2	236	409
14	28.1	284	341
15	27.5	308	259
16	26.9	246	181
17	26.2	102	86
18	26	2	5
19	24.7	0	0
20	24.2	0	0
21	23.1	0	0
22	23.3	0	0
23	22.9	0	0
24	22.8	0	0
1	22	0	0
2	21.4	0	0
3	20.9	0	0
4	20.5	0	0
5	20.3	0	0
6	20	2	3
7	21.1	9	60
8	22.1	20	160
9	24.2	28	257
10	24.6	30	330
11	25.8	29	374
12	26	28	388
13	27.3	30	373
14	27.5	33	329
15	27.3	32	255
16	26.7	24	159
17	26	12	60
18	26	2	3
19	24.7	0	0
20	24.2	0	0
21	23.2	0	0
22	23.8	0	0
23	23.7	0	0
24	23.7	0	0
1	23.8	0	0
2	23.6	0	0
3	24	0	0
4	23.3	0	0
5	23.3	0	0
6	23	1	3
7	24	314	59
8	24.8	797	68
9	26.1	895	79
10	27	856	117
11	28.1	773	171
12	29	735	196
13	29.2	780	165
14	29.1	867	109
15	28.2	910	70
16	27.8	822	59
17	26.7	334	51
18	26	2	3
19	24.6	0	0
20	23.8	0	0
21	23.2	0	0
22	23	0	0
23	22.9	0	0
24	22.6	0	0
1	22.8	0	0
2	22.7	0	0
3	23.1	0	0
4	22.6	0	0
5	22.8	0	0
6	23	1	3
7	24.1	295	62
8	25.1	762	75
9	26.4	862	88
10	27.5	822	129
11	28.6	740	185
12	29.1	702	210
13	29.6	748	178
14	29.5	836	119
15	29.3	878	78
16	28.2	787	64
17	27.3	315	54
18	26.3	1	3
19	25.6	0	0
20	25	0	0
21	24.2	0	0
22	24.3	0	0
23	24	0	0
24	24	0	0
1	23	0	0
2	22.3	0	0
3	22	0	0
4	21.3	0	0
5	21.3	0	0
6	21.3	1	4
7	22.6	125	85
8	23.8	346	164
9	25	436	222
10	26.6	411	294
11	27.8	353	361
12	29.4	329	386
13	28.8	363	353
14	28.6	432	279
15	27.2	465	204
16	27.2	380	150
17	26.3	140	78
18	25.7	1	3
19	24.9	0	0
20	24.4	0	0
21	24	0	0
22	23.5	0	0
23	22.9	0	0
24	22.4	0	0
1	21.3	0	0
2	20.4	0	0
3	19.4	0	0
4	19.3	0	0
5	19.4	0	0
6	20	1	3
7	21.3	280	63
8	23	734	80
9	25.3	835	94
10	26.8	796	137
11	28.4	715	194
12	29.3	678	219
13	29.8	725	186
14	29.6	813	125
15	28.6	855	82
16	27.9	760	68
17	26.9	297	54
18	26.2	1	3
19	25.3	0	0
20	24.9	0	0
21	25.1	0	0
22	24.6	0	0
23	24.5	0	0
24	23.5	0	0
1	23.8	0	0
2	23.3	0	0
3	22.8	0	0
4	22.3	0	0
5	22.2	0	0
6	22.8	1	3
7	23.2	238	69
8	24.3	644	98
9	25.5	749	119
10	27.1	711	169
11	28.3	631	231
12	29	596	257
13	29.7	643	222
14	29.6	731	155
15	29.3	773	105
16	28.2	674	85
17	27.3	254	60
18	26.3	1	2
19	25.6	0	0
20	25	0	0
21	25	0	0
22	24.5	0	0
23	24.3	0	0
24	23.2	0	0
1	23.7	0	0
2	23.4	0	0
3	24	0	0
4	22.8	0	0
5	22.8	0	0
6	22.7	1	3
7	23.6	209	73
8	24.5	577	112
9	25.2	682	139
10	26.8	646	194
11	27.9	569	258
12	29.3	536	284
13	29.2	582	248
14	29.2	669	178
15	28.8	709	123
16	28.2	609	97
17	27.4	223	63
18	26.1	1	2
19	25.8	0	0
20	25.1	0	0
21	25	0	0
22	24.4	0	0
23	24.1	0	0
24	24	0	0
1	23.7	0	0
2	23.3	0	0
3	23	0	0
4	22.8	0	0
5	22.8	0	0
6	23.1	1	3
7	23.9	223	70
8	24.8	613	103
9	26	718	127
10	26.9	681	179
11	27.7	603	241
12	28.1	570	266
13	28.4	617	231
14	28.2	705	163
15	27.8	745	111
16	27.1	643	89
17	26.5	236	60
18	25.9	1	2
19	25.5	0	0
20	25.2	0	0
21	25	0	0
22	24.7	0	0
23	24.4	0	0
24	23.6	0	0
1	23.2	0	0
2	22.3	0	0
3	22.2	0	0
4	21.1	0	0
5	20.9	0	0
6	20.7	1	3
7	22.2	310	55
8	23.4	798	65
9	25.1	897	75
10	26.4	859	111
11	27.6	779	161
12	28.7	744	183
13	28.8	792	152
14	28.7	878	99
15	27.9	916	64
16	27.3	818	55
17	26.4	319	46
18	25.5	1	1
19	25.1	0	0
20	24.7	0	0
21	25	0	0
22	24.3	0	0
23	24.1	0	0
24	23.3	0	0
1	23.5	0	0
2	23	0	0
3	22.5	0	0
4	22.2	0	0
5	22	0	0
6	22.7	1	2
7	22.8	9	55
8	23.7	19	151
9	24.5	27	245
10	25.8	30	317
11	26.6	29	360
12	26.8	29	373
13	27	31	358
14	26.5	33	314
15	26.2	32	240
16	24.6	23	146
17	23.5	11	50
18	22.1	1	1
19	22	0	0
20	21.7	0	0
21	22	0	0
22	22	0	0
23	22.3	0	0
24	22.5	0	0
1	22.5	0	0
2	22.5	0	0
3	22.2	0	0
4	22.1	0	0
5	21.9	0	0
6	21.8	1	2
7	22.1	16	62
8	22.6	36	169
9	23.5	51	268
10	24.3	53	343
11	25.3	50	388
12	26	49	402
13	26.7	53	385
14	27	60	338
15	27.2	59	260
16	26.6	42	161
17	26.1	19	57
18	25	0	1
19	25	0	0
20	24.5	0	0
21	24.9	0	0
22	23.9	0	0
23	23.7	0	0
24	23	0	0
1	23.2	0	0
2	23	0	0
3	22.6	0	0
4	22.4	0	0
5	22.1	0	0
6	22	1	2
7	21.8	8	53
8	22.1	18	147
9	22.5	25	240
10	23.2	28	311
11	24	27	353
12	24.8	27	367
13	25.3	29	352
14	25.6	32	307
15	25.5	30	234
16	25.6	21	141
17	25.4	10	48
18	25	0	1
19	24.7	0	0
20	24.5	0	0
21	25	0	0
22	24.4	0	0
23	24.4	0	0
24	23.4	0	0
1	24	0	0
2	23.4	0	0
3	23.2	0	0
4	22	0	0
5	21.3	0	0
6	21.1	1	3
7	21	176	73
8	21.5	505	123
9	22.2	610	157
10	23.6	577	215
11	25	507	278
12	26	480	301
13	27.4	526	265
14	28.1	609	194
15	28.9	643	136
16	27.9	535	106
17	27.1	183	61
18	25.9	0	1
19	25.1	0	0
20	24	0	0
21	22.8	0	0
22	22.3	0	0
23	21.7	0	0
24	21.3	0	0
1	20.7	0	0
2	20	0	0
3	20	0	0
4	19.1	0	0
5	19	0	0
6	19	1	2
7	20.3	320	50
8	21.6	824	58
9	23.2	922	66
10	25.2	885	99
11	27.1	807	145
12	28.8	775	164
13	29.6	824	134
14	29.9	908	86
15	30	943	55
16	28.9	840	48
17	27.8	322	40
18	25.8	0	1
19	25.3	0	0
20	24.2	0	0
21	23.7	0	0
22	22.6	0	0
23	22	0	0
24	21.3	0	0
1	20.9	0	0
2	20	0	0
3	19.9	0	0
4	18.6	0	0
5	18.5	0	0
6	18	1	2
7	19.9	301	53
8	21.5	787	64
9	24	888	74
10	25.5	850	110
11	27.5	773	158
12	29	741	178
13	29.9	791	147
14	30.1	876	95
15	29.4	910	62
16	28.8	805	53
17	27.6	302	42
18	26.3	0	1
19	25.4	0	0
20	24.5	0	0
21	24.7	0	0
22	23.3	0	0
23	22.8	0	0
24	21.1	0	0
1	21.6	0	0
2	20.9	0	0
3	21.3	0	0
4	19.9	0	0
5	20	0	0
6	20	1	2
7	21.6	293	53
8	23.1	773	66
9	25	874	77
10	26.7	837	114
11	28.2	759	162
12	29.4	728	182
13	29.7	778	150
14	29.5	864	98
15	28.6	898	64
16	27.9	790	55
17	26.8	294	42
18	25.9	0	0
19	25.2	0	0
20	24.8	0	0
21	25.1	0	0
22	24.8	0	0
23	24.9	0	0
24	24.1	0	0
1	24.4	0	0
2	23.9	0	0
3	23.8	0	0
4	22.8	0	0
5	22.6	0	0
6	23	1	2
7	23.5	99	76
8	24.5	286	163
9	25.1	371	227
10	27.3	353	297
11	28.5	307	356
12	29.9	291	375
13	29.7	325	343
14	29.6	386	274
15	29	408	203
16	28.2	314	144
17	27.3	100	63
18	26.2	0	0
19	25.8	0	0
20	25.3	0	0
21	25.1	0	0
22	24.8	0	0
23	24.6	0	0
24	24.1	0	0
1	23.9	0	0
2	23.6	0	0
3	23.8	0	0
4	23	0	0
5	23	0	0
6	23	1	1
7	23.9	4	40
8	24.6	8	117
9	24.6	12	198
10	25.9	14	263
11	26.3	14	303
12	28	15	316
13	25.8	15	302
14	25.2	16	260
15	22.7	14	193
16	23.7	10	111
17	23.2	5	34
18	23.6	0	0
19	23	0	0
20	23.3	0	0
21	23.8	0	0
22	23.8	0	0
23	23.8	0	0
24	23.1	0	0
1	22.8	0	0
2	22	0	0
